,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipAccumulation,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
3278,73.03,1.0,69.72,0.93,rain,0.0,0.4418,0.97,1017.7,Heavy Rain,71.77,1431892800,4,8.872,45.0,13.8,0.69
3279,74.2,1.0,70.34,0.92,rain,0.0,0.0664,0.97,1013.6,Light Rain,72.9,1431896400,4,9.997,75.0,6.8,4.37
3280,76.11,0.98,71.16,0.89,rain,0.0,0.0072,0.39,1015.3,Possible Drizzle,74.77,1431900000,3,9.997,113.0,5.4,5.4
3281,77.13,0.74,70.78,0.84,partly-cloudy-day,0.0,0.0012,0.04,1015.2,Mostly Cloudy,75.88,1431903600,1,9.997,129.0,4.5,4.5
3282,77.99,0.74,71.24,0.83,partly-cloudy-day,0.0,0.0,0.0,1015.3,Mostly Cloudy,76.71,1431907200,0,9.997,111.0,3.26,3.26
3283,77.45,0.75,71.3,0.85,partly-cloudy-day,0.0,0.0,0.0,1015.1,Mostly Cloudy,76.14,1431910800,0,9.997,129.0,3.68,3.68
3284,76.1,0.45,71.36,0.89,partly-cloudy-night,0.0,0.0,0.0,1015.5,Partly Cloudy,74.73,1431914400,0,9.997,111.0,1.92,1.92
3285,76.5,0.75,72.09,0.91,partly-cloudy-night,0.0,0.0,0.0,1015.8,Humid and Mostly Cloudy,75.04,1431918000,0,9.984,121.0,3.79,3.79
3286,77.53,0.75,73.35,0.92,partly-cloudy-night,0.0,0.0,0.0,1016.4,Humid and Mostly Cloudy,75.93,1431921600,0,9.007,120.0,2.14,2.05
3287,78.26,0.76,73.94,0.92,partly-cloudy-night,0.0,0.0,0.0,1016.9,Humid and Mostly Cloudy,76.6,1431925200,0,6.093999999999999,172.0,2.0,0.35
3288,79.32,1.0,74.95,0.92,cloudy,0.0,0.0,0.0,1017.1,Humid and Overcast,77.55,1431928800,0,6.085,169.0,2.43,2.43
3289,79.39,1.0,75.0,0.92,cloudy,0.0,0.0,0.0,1017.3,Humid and Overcast,77.61,1431932400,0,6.0489999999999995,151.0,1.89,1.89
3290,79.15,1.0,75.23,0.93,cloudy,0.0,0.0,0.0,1016.8,Humid and Overcast,77.33,1431936000,0,6.021,160.0,3.04,3.04
3291,79.14,0.76,75.28,0.93,partly-cloudy-night,0.0,0.0,0.0,1016.4,Humid and Mostly Cloudy,77.32,1431939600,0,6.03,161.0,3.58,3.58
3292,79.34,1.0,75.42,0.93,cloudy,0.0,0.0,0.0,1015.6,Humid and Overcast,77.51,1431943200,0,6.03,160.0,3.77,3.77
3293,79.62,1.0,75.01,0.91,cloudy,0.0,0.0,0.0,1016.1,Humid and Overcast,77.86,1431946800,0,7.018,168.0,3.66,3.66
3294,79.24,0.99,74.87,0.92,cloudy,0.0,0.0,0.0,1017.1,Humid and Overcast,77.48,1431950400,0,5.085,153.0,2.5,1.92
3295,78.88,1.0,74.69,0.92,rain,0.0,0.0192,0.89,1018.6,Light Rain and Humid,77.14,1431954000,1,5.045,200.0,2.47,2.47
3296,78.43,1.0,74.66,0.94,rain,0.0,0.0616,0.96,1019.2,Light Rain and Humid,76.66,1431957600,2,5.01,231.0,2.17,2.01
3297,77.82,1.0,73.96,0.93,rain,0.0,0.0484,0.98,1019.6,Light Rain and Humid,76.14,1431961200,3,3.0780000000000003,219.0,1.73,0.26
3298,77.03,1.0,72.7,0.91,rain,0.0,0.0561,0.97,1018.7,Light Rain and Humid,75.5,1431964800,4,9.968,151.0,4.81,4.81
3299,81.64,0.75,74.76,0.88,rain,0.0,0.0045,0.37,1019.1,Possible Drizzle and Humid,78.5,1431968400,6,8.03,163.0,5.19,5.19
3300,89.32,0.74,75.7,0.81,partly-cloudy-day,0.0,0.0004,0.06,1019.5,Humid and Mostly Cloudy,82.11,1431972000,6,8.038,192.0,4.71,2.26
3301,92.49,0.75,74.96,0.74,partly-cloudy-day,0.0,0.0,0.0,1019.1,Humid and Mostly Cloudy,84.35,1431975600,6,9.985,168.0,5.39,3.31
3302,93.33,0.75,75.26,0.73,partly-cloudy-day,0.0,0.0,0.0,1018.9,Humid and Mostly Cloudy,84.72,1431979200,6,9.985,147.0,4.8,4.8
3303,93.48,0.75,75.41,0.74,partly-cloudy-day,0.0,0.0,0.0,1018.2,Humid and Mostly Cloudy,84.72,1431982800,5,9.985,122.0,6.55,6.55
3304,92.06,0.75,74.74,0.73,partly-cloudy-day,0.0,0.0,0.0,1017.7,Humid and Mostly Cloudy,84.21,1431986400,3,9.985,120.0,8.68,8.68
3305,90.14,0.75,74.36,0.75,partly-cloudy-day,0.0,0.0013,0.04,1017.9,Humid and Mostly Cloudy,83.17,1431990000,1,9.988999999999999,120.0,8.34,8.34
3306,82.1,0.74,71.67,0.78,partly-cloudy-day,0.0,0.0042,0.06,1018.2,Mostly Cloudy,79.03,1431993600,0,9.997,83.0,18.66,11.03
3307,77.34,0.43,70.69,0.83,partly-cloudy-day,0.0,0.001,0.05,1017.9,Partly Cloudy,76.11,1431997200,0,9.988999999999999,109.0,6.62,6.62
3308,76.4,0.43,71.36,0.88,partly-cloudy-night,0.0,0.0,0.0,1017.9,Partly Cloudy,75.05,1432000800,0,9.988999999999999,129.0,3.96,3.96
3309,75.79,0.43,71.28,0.9,partly-cloudy-night,0.0,0.0,0.0,1018.1,Partly Cloudy,74.42,1432004400,0,9.988999999999999,129.0,3.79,3.79
3310,75.74,0.43,71.75,0.92,partly-cloudy-night,0.0,0.0,0.0,1018.2,Partly Cloudy,74.29,1432008000,0,9.988999999999999,92.0,3.11,3.11
3311,75.98,0.75,72.6,0.94,partly-cloudy-night,0.0,0.0,0.0,1017.9,Humid and Mostly Cloudy,74.42,1432011600,0,9.011000000000001,110.0,4.23,4.23
3312,75.89,1.0,72.59,0.94,cloudy,0.0,0.0,0.0,1018.1,Humid and Overcast,74.32,1432015200,0,8.037,92.0,3.09,3.09
3313,75.85,1.0,72.53,0.94,cloudy,0.0,0.0,0.0,1017.6,Humid and Overcast,74.29,1432018800,0,8.037,74.0,2.7,2.7
3314,75.29,1.0,71.88,0.94,cloudy,0.0,0.0,0.0,1017.4,Overcast,73.8,1432022400,0,9.016,72.0,3.63,3.63
3315,75.07,1.0,71.86,0.94,cloudy,0.0,0.0,0.0,1017.1,Overcast,73.57,1432026000,0,9.984,51.0,3.05,3.05
3316,75.02,1.0,71.82,0.94,cloudy,0.0,0.0,0.0,1016.8,Overcast,73.53,1432029600,0,8.978,24.0,1.85,1.85
3317,75.51,1.0,71.8,0.93,cloudy,0.0,0.0,0.0,1017.2,Overcast,74.05,1432033200,0,8.01,43.0,2.54,2.54
3318,75.51,1.0,71.77,0.93,cloudy,0.0,0.0,0.0,1018.1,Overcast,74.05,1432036800,0,6.055,53.0,3.72,3.72
3319,75.74,1.0,72.57,0.95,fog,0.0,0.0003,0.02,1018.2,Humid and Foggy,74.16,1432040400,1,0.69,90.0,4.88,4.88
3320,77.72,1.0,73.18,0.91,cloudy,0.0,0.0,0.0,1018.3,Humid and Overcast,76.15,1432044000,2,2.178,81.0,4.92,4.92
3321,79.53,1.0,73.62,0.87,cloudy,0.0,0.0,0.0,1018.2,Humid and Overcast,77.96,1432047600,3,5.122000000000001,83.0,6.41,5.38
3322,87.48,0.75,74.75,0.8,partly-cloudy-day,0.0,0.0,0.0,1017.8,Humid and Mostly Cloudy,81.43,1432051200,5,8.046,104.0,7.57,5.67
3323,90.97,0.75,74.07,0.73,partly-cloudy-day,0.0,0.0,0.0,1017.6,Humid and Mostly Cloudy,83.86,1432054800,6,9.993,139.0,9.87,9.87
3324,92.15,0.75,73.7,0.69,partly-cloudy-day,0.0,0.0003,0.02,1017.2,Humid and Mostly Cloudy,84.87,1432058400,6,9.997,150.0,16.3,9.63
3325,86.68,0.75,74.2,0.79,rain,0.0,0.0313,0.74,1016.8,Light Rain and Humid,81.15,1432062000,6,9.959,133.0,6.72,3.41
3326,88.87,0.74,75.14,0.8,partly-cloudy-day,0.0,0.0257,0.23,1016.3,Humid and Mostly Cloudy,82.08,1432065600,6,9.997,120.0,8.02,8.02
3327,91.33,0.74,74.96,0.75,partly-cloudy-day,0.0,0.0004,0.03,1015.2,Humid and Mostly Cloudy,83.62,1432069200,5,9.997,133.0,9.43,8.97
3328,93.22,0.74,74.7,0.71,partly-cloudy-day,0.0,0.0004,0.04,1014.9,Humid and Mostly Cloudy,84.99,1432072800,3,9.997,160.0,9.83,9.22
3329,90.33,0.44,72.48,0.68,partly-cloudy-day,0.0,0.0,0.0,1014.5,Humid and Partly Cloudy,84.27,1432076400,2,9.997,151.0,10.28,10.28
3330,88.21,0.44,72.08,0.7,partly-cloudy-day,0.0,0.0,0.0,1013.8,Humid and Partly Cloudy,82.93,1432080000,0,9.997,159.0,9.08,8.9
3331,84.94,0.43,71.87,0.74,partly-cloudy-day,0.0,0.0,0.0,1013.9,Partly Cloudy,80.77,1432083600,0,9.997,139.0,6.06,6.0
3332,79.84,0.73,72.7,0.83,partly-cloudy-night,0.0,0.0,0.0,1014.3,Humid and Mostly Cloudy,78.41,1432087200,0,9.997,131.0,4.98,4.98
3333,78.63,0.43,72.11,0.84,partly-cloudy-night,0.0,0.0,0.0,1014.8,Humid and Partly Cloudy,77.25,1432090800,0,9.997,167.0,3.31,3.31
3334,77.79,0.43,72.13,0.87,partly-cloudy-night,0.0,0.0,0.0,1015.2,Humid and Partly Cloudy,76.38,1432094400,0,9.997,167.0,2.5,2.5
3335,77.25,0.43,72.12,0.88,partly-cloudy-night,0.0,0.0,0.0,1015.1,Humid and Partly Cloudy,75.81,1432098000,0,9.997,167.0,2.11,1.94
3336,76.74,0.43,72.09,0.9,partly-cloudy-night,0.0,0.0,0.0,1014.6,Humid and Partly Cloudy,75.29,1432101600,0,9.016,179.0,2.2,2.02
3337,76.61,0.44,72.68,0.92,partly-cloudy-night,0.0,0.0,0.0,1013.4,Humid and Partly Cloudy,75.06,1432105200,0,9.02,168.0,3.82,3.82
3338,76.57,0.43,72.75,0.93,partly-cloudy-night,0.0,0.0,0.0,1012.7,Humid and Partly Cloudy,75.01,1432108800,0,9.007,177.0,3.54,2.73
3339,77.29,0.75,73.05,0.91,partly-cloudy-night,0.0,0.0,0.0,1012.4,Humid and Mostly Cloudy,75.72,1432112400,0,8.029,170.0,4.26,3.91
3340,77.07,0.75,72.99,0.92,partly-cloudy-night,0.0,0.0,0.0,1013.0,Humid and Mostly Cloudy,75.49,1432116000,0,8.025,187.0,3.07,2.09
3341,76.58,0.75,72.86,0.93,partly-cloudy-night,0.0,0.0,0.0,1013.6,Humid and Mostly Cloudy,75.01,1432119600,0,7.06,140.0,0.81,0.07
3342,76.22,0.75,72.87,0.94,partly-cloudy-day,0.0,0.0,0.0,1014.5,Humid and Mostly Cloudy,74.63,1432123200,0,5.0889999999999995,137.0,0.61,0.06
3343,78.82,0.75,74.33,0.91,partly-cloudy-day,0.0,0.0003,0.05,1014.8,Humid and Mostly Cloudy,77.13,1432126800,1,6.072,110.0,3.03,3.03
3344,83.61,0.75,75.03,0.87,partly-cloudy-day,0.0,0.0,0.0,1015.3,Humid and Mostly Cloudy,79.38,1432130400,2,6.091,122.0,4.48,4.48
3345,89.1,0.75,75.14,0.79,partly-cloudy-day,0.0,0.0,0.0,1015.7,Humid and Mostly Cloudy,82.2,1432134000,4,8.038,185.0,4.83,3.01
3346,92.73,0.75,74.67,0.72,partly-cloudy-day,0.0,0.0,0.0,1015.7,Humid and Mostly Cloudy,84.68,1432137600,5,9.985,186.0,5.56,5.18
3347,93.86,0.99,73.47,0.66,cloudy,0.0,0.0,0.0,1015.5,Humid and Overcast,86.25,1432141200,5,9.985,134.0,3.43,2.84
3348,95.71,0.99,74.16,0.66,cloudy,0.0,0.0006,0.04,1014.8,Humid and Overcast,87.11,1432144800,5,9.985,144.0,4.93,0.81
3349,87.88,0.99,74.18,0.78,rain,0.0,0.091,0.74,1014.7,Light Rain and Humid,81.86,1432148400,5,7.0729999999999995,344.0,18.03,5.76
3350,83.93,0.75,72.25,0.77,rain,0.0,0.0293,0.3,1015.0,Possible Light Rain and Humid,80.03,1432152000,6,7.045,175.0,6.52,5.58
3351,78.27,0.74,72.33,0.86,rain,0.0,0.0785,0.79,1014.7,Light Rain and Humid,76.85,1432155600,5,9.985,152.0,3.37,0.6
3352,79.62,0.74,73.88,0.87,partly-cloudy-day,0.0,0.0115,0.15,1014.4,Humid and Mostly Cloudy,78.02,1432159200,3,9.985,141.0,3.74,3.74
3353,87.15,0.74,75.77,0.84,partly-cloudy-day,0.0,0.001,0.03,1013.4,Humid and Mostly Cloudy,80.94,1432162800,1,9.985,140.0,4.47,4.47
3354,88.79,0.74,75.43,0.81,partly-cloudy-day,0.0,0.0,0.0,1013.1,Humid and Mostly Cloudy,81.92,1432166400,0,9.985,139.0,5.45,5.45
3355,84.08,0.44,74.56,0.84,partly-cloudy-day,0.0,0.0,0.0,1013.8,Humid and Partly Cloudy,79.68,1432170000,0,9.997,140.0,4.28,4.28
3356,79.77,0.43,74.19,0.88,partly-cloudy-night,0.0,0.0,0.0,1014.4,Humid and Partly Cloudy,78.13,1432173600,0,9.977,168.0,2.46,2.46
3357,78.53,0.43,73.83,0.9,partly-cloudy-night,0.0,0.0,0.0,1015.4,Humid and Partly Cloudy,76.9,1432177200,0,9.968,207.0,1.76,1.76
3358,78.04,0.43,73.25,0.9,partly-cloudy-night,0.0,0.0,0.0,1015.5,Humid and Partly Cloudy,76.47,1432180800,0,9.972000000000001,179.0,1.76,1.76
3359,77.53,0.73,73.08,0.91,partly-cloudy-night,0.0,0.0,0.0,1015.8,Humid and Mostly Cloudy,75.96,1432184400,0,9.977,183.0,0.78,0.08
3360,76.33,0.73,72.87,0.94,partly-cloudy-night,0.0,0.0,0.0,1015.9,Humid and Mostly Cloudy,74.74,1432188000,0,8.03,173.0,0.31,0.06
3361,77.05,0.73,73.22,0.93,partly-cloudy-night,0.0,0.0,0.0,1015.8,Humid and Mostly Cloudy,75.44,1432191600,0,7.997999999999999,191.0,1.75,1.75
3362,75.97,0.74,72.77,0.95,partly-cloudy-night,0.0,0.0,0.0,1015.7,Humid and Mostly Cloudy,74.38,1432195200,0,7.997999999999999,163.0,0.5,0.04
3363,75.66,0.74,72.14,0.93,partly-cloudy-night,0.0,0.0,0.0,1015.4,Humid and Mostly Cloudy,74.15,1432198800,0,7.955,192.0,0.19,0.03
3364,75.45,0.75,71.95,0.93,partly-cloudy-night,0.0,0.0,0.0,1015.7,Mostly Cloudy,73.96,1432202400,0,6.989,220.0,0.11,0.02
3365,75.53,0.75,72.54,0.95,partly-cloudy-night,0.0,0.0,0.0,1016.2,Humid and Mostly Cloudy,73.95,1432206000,0,7.007000000000001,251.0,0.1,0.03
3366,75.16,0.75,72.04,0.95,partly-cloudy-day,0.0,0.0,0.0,1015.8,Humid and Mostly Cloudy,73.64,1432209600,0,5.019,190.0,0.3,0.05
3367,77.38,0.98,74.1,0.95,cloudy,0.0,0.0,0.0,1016.5,Humid and Overcast,75.66,1432213200,1,6.995,195.0,0.84,0.09
3368,82.08,1.0,75.04,0.89,cloudy,0.0,0.0002,0.03,1017.4,Humid and Overcast,78.68,1432216800,2,9.984,286.0,2.46,2.46
3369,85.22,1.0,74.64,0.83,cloudy,0.0,0.0,0.0,1017.1,Humid and Overcast,80.24,1432220400,3,9.988999999999999,231.0,2.9,2.02
3370,84.82,1.0,73.05,0.78,cloudy,0.0,0.0045,0.16,1017.4,Humid and Overcast,80.39,1432224000,4,7.0329999999999995,276.0,5.37,2.48
3371,74.43,1.0,70.29,0.91,rain,0.0,0.1685,0.95,1018.1,Rain,73.15,1432227600,5,0.675,86.0,16.94,7.37
3372,75.11,1.0,70.9,0.91,rain,0.0,0.5176,0.91,1017.5,Heavy Rain,73.76,1432231200,5,9.985,19.0,7.97,7.57
3373,77.73,1.0,71.66,0.85,cloudy,0.0,0.0164,0.24,1017.5,Overcast,76.38,1432234800,5,9.997,29.0,15.4,8.58
3374,76.87,1.0,70.54,0.84,cloudy,0.0,0.0008,0.05,1018.2,Overcast,75.65,1432238400,4,9.985,32.0,9.0,9.0
3375,76.57,1.0,70.15,0.84,cloudy,0.0,0.0003,0.05,1018.2,Overcast,75.4,1432242000,4,9.982999999999999,51.0,8.49,8.49
3376,76.42,1.0,69.38,0.82,cloudy,0.0,0.0,0.0,1018.0,Overcast,75.34,1432245600,3,9.997,71.0,6.89,6.89
3377,75.63,0.99,69.43,0.84,cloudy,0.0,0.0,0.0,1017.2,Overcast,74.52,1432249200,1,9.997,90.0,5.31,4.39
3378,75.35,0.99,68.83,0.83,cloudy,0.0,0.0009,0.01,1017.1,Overcast,74.31,1432252800,0,9.997,52.0,3.18,3.18
3379,74.72,1.0,69.09,0.86,cloudy,0.0,0.0,0.0,1017.7,Overcast,73.62,1432256400,0,9.997,69.0,2.06,1.93
3380,73.39,0.74,68.87,0.89,partly-cloudy-night,0.0,0.0,0.0,1018.1,Mostly Cloudy,72.27,1432260000,0,9.997,49.0,3.6,3.6
3381,73.02,0.75,68.25,0.88,partly-cloudy-night,0.0,0.0,0.0,1018.6,Mostly Cloudy,71.99,1432263600,0,9.997,59.0,2.63,2.63
3382,72.6,0.76,68.61,0.91,partly-cloudy-night,0.0,0.0,0.0,1018.8,Mostly Cloudy,71.49,1432267200,0,9.997,60.0,3.5,3.5
3383,72.26,0.99,68.63,0.92,cloudy,0.0,0.0,0.0,1018.8,Overcast,71.13,1432270800,0,9.997,43.0,2.83,2.79
3384,71.76,1.0,67.39,0.89,cloudy,0.0,0.0,0.0,1018.9,Overcast,70.8,1432274400,0,9.997,70.0,4.53,4.53
3385,70.88,0.75,66.57,0.89,partly-cloudy-night,0.0,0.0,0.0,1018.6,Mostly Cloudy,70.0,1432278000,0,9.997,68.0,4.59,4.59
3386,70.65,1.0,66.14,0.88,cloudy,0.0,0.0,0.0,1018.9,Overcast,69.82,1432281600,0,9.997,59.0,5.72,5.72
3387,69.91,1.0,66.04,0.9,cloudy,0.0,0.0,0.0,1019.0,Overcast,69.07,1432285200,0,9.997,79.0,5.02,4.3
3388,69.12,1.0,65.22,0.9,cloudy,0.0,0.0,0.0,1019.4,Overcast,68.36,1432288800,0,9.997,98.0,6.22,6.22
3389,68.9,1.0,65.09,0.9,cloudy,0.0,0.0,0.0,1019.5,Overcast,68.16,1432292400,0,9.982999999999999,69.0,5.79,5.79
3390,67.68,1.0,64.19,0.91,cloudy,0.0,0.0,0.0,1019.8,Overcast,67.02,1432296000,0,9.967,70.0,7.5,7.5
3391,66.76,1.0,63.83,0.92,cloudy,0.0,0.0,0.0,1020.1,Overcast,66.11,1432299600,1,9.988999999999999,61.0,7.21,7.13
3392,66.27,1.0,63.11,0.91,rain,0.0,0.0061,0.52,1020.5,Possible Drizzle,65.71,1432303200,2,3.1919999999999997,63.0,7.52,7.52
3393,66.98,1.0,62.57,0.87,cloudy,0.0,0.0,0.0,1020.7,Overcast,66.53,1432306800,3,7.0729999999999995,71.0,7.34,7.34
3394,68.85,1.0,62.81,0.82,cloudy,0.0,0.0,0.0,1020.9,Overcast,68.44,1432310400,4,9.981,62.0,6.93,6.93
3395,71.2,1.0,64.02,0.79,cloudy,0.0,0.0,0.0,1020.9,Overcast,70.7,1432314000,5,9.98,71.0,7.33,6.25
3396,74.78,0.99,66.45,0.77,cloudy,0.0,0.0,0.0,1020.5,Overcast,74.05,1432317600,5,9.976,115.0,7.24,7.24
3397,76.35,0.99,67.56,0.76,cloudy,0.0,0.0,0.0,1020.4,Overcast,75.51,1432321200,5,9.985,127.0,7.19,5.81
3398,77.55,0.75,68.04,0.75,partly-cloudy-day,0.0,0.0,0.0,1019.9,Mostly Cloudy,76.67,1432324800,6,9.988999999999999,119.0,13.84,6.94
3399,79.2,0.75,69.39,0.74,partly-cloudy-day,0.0,0.0,0.0,1019.6,Mostly Cloudy,78.18,1432328400,5,9.988999999999999,109.0,13.62,7.05
3400,79.41,0.75,69.56,0.74,partly-cloudy-day,0.0,0.0,0.0,1019.2,Mostly Cloudy,78.37,1432332000,3,9.988999999999999,119.0,7.52,6.94
3401,78.21,0.75,69.07,0.76,partly-cloudy-day,0.0,0.0,0.0,1019.3,Mostly Cloudy,77.21,1432335600,1,9.988999999999999,118.0,7.23,7.23
3402,77.84,0.76,69.64,0.79,partly-cloudy-day,0.0,0.0,0.0,1018.8,Mostly Cloudy,76.77,1432339200,0,9.988999999999999,99.0,6.51,6.51
3403,76.71,0.75,69.67,0.82,partly-cloudy-day,0.0,0.0,0.0,1018.8,Mostly Cloudy,75.6,1432342800,0,9.981,90.0,5.76,5.76
3404,76.03,0.75,69.67,0.84,partly-cloudy-night,0.0,0.0,0.0,1019.2,Mostly Cloudy,74.9,1432346400,0,9.981,100.0,4.45,4.45
3405,75.37,0.74,69.99,0.87,partly-cloudy-night,0.0,0.0005,0.01,1019.0,Mostly Cloudy,74.17,1432350000,0,9.957,108.0,5.61,5.61
3406,74.86,0.75,70.18,0.89,partly-cloudy-night,0.0,0.0,0.0,1019.4,Mostly Cloudy,73.62,1432353600,0,8.982999999999999,109.0,5.18,5.18
3407,75.03,0.44,71.01,0.91,partly-cloudy-night,0.0,0.0,0.0,1019.0,Partly Cloudy,73.67,1432357200,0,7.996,110.0,5.6,5.6
3408,75.26,0.44,71.63,0.93,partly-cloudy-night,0.0,0.0,0.0,1018.8,Partly Cloudy,73.81,1432360800,0,7.978,120.0,4.46,4.46
3409,75.43,0.75,71.57,0.92,partly-cloudy-night,0.0,0.0,0.0,1018.6,Mostly Cloudy,74.0,1432364400,0,6.994,110.0,4.92,4.92
3410,75.68,0.75,71.93,0.93,partly-cloudy-night,0.0,0.0,0.0,1018.7,Mostly Cloudy,74.2,1432368000,0,6.994,119.0,4.47,4.47
3411,75.68,0.75,72.75,0.96,partly-cloudy-night,0.0,0.0,0.0,1018.8,Humid and Mostly Cloudy,74.08,1432371600,0,6.02,110.0,5.28,5.28
3412,75.51,0.75,72.1,0.94,partly-cloudy-night,0.0,0.0,0.0,1019.1,Humid and Mostly Cloudy,74.0,1432375200,0,6.016,110.0,3.92,3.92
3413,75.35,0.75,72.35,0.95,partly-cloudy-night,0.0,0.0,0.0,1019.0,Humid and Mostly Cloudy,73.8,1432378800,0,5.024,110.0,4.4,4.4
3414,75.77,0.75,71.86,0.92,fog,0.0,0.0,0.0,1019.5,Foggy,74.31,1432382400,0,1.114,103.0,14.77,3.18
3415,77.0,0.75,73.36,0.94,partly-cloudy-day,0.0,0.0,0.0,1020.1,Humid and Mostly Cloudy,75.37,1432386000,1,2.11,121.0,4.1,4.1
3416,79.67,0.75,73.53,0.86,partly-cloudy-day,0.0,0.0,0.0,1020.4,Humid and Mostly Cloudy,78.13,1432389600,2,7.957999999999999,120.0,10.26,6.89
3417,85.43,0.75,72.65,0.76,partly-cloudy-day,0.0,0.0003,0.03,1020.2,Humid and Mostly Cloudy,80.87,1432393200,4,9.997,139.0,13.7,7.81
3418,90.13,0.75,73.08,0.7,partly-cloudy-day,0.0,0.0,0.0,1020.0,Humid and Mostly Cloudy,83.8,1432396800,5,10.0,166.0,17.04,8.49
3419,89.16,0.75,70.25,0.62,rain,0.0,0.0328,0.27,1019.8,Possible Light Rain,84.56,1432400400,6,9.385,167.0,8.86,2.89
3420,89.95,0.74,74.59,0.76,partly-cloudy-day,0.0,0.0153,0.18,1019.2,Humid and Mostly Cloudy,82.95,1432404000,6,9.997,102.0,10.09,6.94
3421,86.23,0.74,74.47,0.81,rain,0.0,0.0807,0.8,1018.7,Light Rain and Humid,80.82,1432407600,6,8.05,126.0,9.02,1.52
3422,84.15,0.74,73.91,0.82,rain,0.0,0.1774,0.72,1018.2,Rain and Humid,79.83,1432411200,6,9.997,108.0,8.51,4.15
3423,86.47,0.74,75.0,0.83,rain,0.0,0.0536,0.67,1016.9,Light Rain and Humid,80.81,1432414800,5,7.085,142.0,11.69,6.86
3424,84.94,0.99,74.37,0.83,rain,0.0,0.0538,0.66,1016.3,Light Rain and Humid,80.16,1432418400,3,9.997,158.0,14.55,6.92
3425,86.03,0.74,73.8,0.79,partly-cloudy-day,0.0,0.0015,0.17,1015.2,Humid and Mostly Cloudy,80.9,1432422000,1,9.997,140.0,11.28,11.28
3426,84.9,0.74,73.51,0.8,partly-cloudy-day,0.0,0.0003,0.07,1014.3,Humid and Mostly Cloudy,80.33,1432425600,0,9.997,131.0,8.78,7.06
3427,81.93,0.74,72.81,0.82,partly-cloudy-day,0.0,0.0003,0.04,1014.9,Humid and Mostly Cloudy,78.8,1432429200,0,9.997,139.0,8.86,8.01
3428,79.07,0.74,72.87,0.85,partly-cloudy-night,0.0,0.0,0.0,1015.4,Humid and Mostly Cloudy,77.6,1432432800,0,9.997,139.0,6.48,6.48
3429,78.86,0.74,72.89,0.86,partly-cloudy-night,0.0,0.0,0.0,1015.6,Humid and Mostly Cloudy,77.37,1432436400,0,9.997,140.0,5.92,5.92
3430,78.23,0.74,72.89,0.88,partly-cloudy-night,0.0,0.0,0.0,1016.0,Humid and Mostly Cloudy,76.72,1432440000,0,9.997,151.0,4.77,4.77
3431,78.7,0.74,72.98,0.87,partly-cloudy-night,0.0,0.0,0.0,1015.9,Humid and Mostly Cloudy,77.2,1432443600,0,9.997,159.0,5.68,5.68
3432,79.09,0.74,72.61,0.85,partly-cloudy-night,0.0,0.0,0.0,1016.1,Humid and Mostly Cloudy,77.65,1432447200,0,9.997,160.0,12.21,5.61
3433,78.63,0.74,73.15,0.88,partly-cloudy-night,0.0,0.0052,0.04,1015.3,Humid and Mostly Cloudy,77.1,1432450800,0,9.024,149.0,6.31,6.31
3434,78.49,0.75,73.02,0.88,partly-cloudy-night,0.0,0.0005,0.07,1014.1,Humid and Mostly Cloudy,76.98,1432454400,0,9.984,140.0,7.03,7.03
3435,78.36,0.75,72.47,0.86,partly-cloudy-night,0.0,0.0003,0.03,1013.5,Humid and Mostly Cloudy,76.92,1432458000,0,9.988999999999999,150.0,10.8,10.8
3436,78.35,0.74,71.57,0.83,partly-cloudy-night,0.0,0.0,0.0,1012.7,Mostly Cloudy,77.03,1432461600,0,9.993,140.0,9.11,9.11
3437,78.82,0.75,71.59,0.82,partly-cloudy-night,0.0,0.0011,0.06,1013.0,Mostly Cloudy,77.52,1432465200,0,9.997,150.0,9.5,9.5
3438,77.72,0.76,71.34,0.84,rain,0.0,0.0419,0.29,1012.7,Possible Light Rain,76.41,1432468800,0,1.068,190.0,25.77,16.39
3439,70.73,1.0,66.89,0.9,rain,0.0,0.3638,0.99,1013.9,Rain,69.79,1432472400,1,6.0920000000000005,170.0,16.19,4.6
3440,71.32,1.0,68.59,0.95,rain,0.0,0.0529,0.97,1014.5,Light Rain,70.15,1432476000,2,9.977,152.0,5.21,5.21
3441,72.94,0.74,69.29,0.92,rain,0.0,0.0032,0.28,1014.4,Possible Drizzle,71.74,1432479600,4,9.988999999999999,180.0,5.28,3.7
3442,74.15,0.75,69.58,0.89,partly-cloudy-day,0.0,0.0008,0.02,1014.9,Mostly Cloudy,72.97,1432483200,5,9.988999999999999,172.0,7.31,5.51
3443,75.99,0.99,70.37,0.86,cloudy,0.0,0.0006,0.01,1014.5,Overcast,74.76,1432486800,5,9.997,180.0,7.33,7.1
3444,77.37,1.0,69.95,0.81,cloudy,0.0,0.0003,0.01,1014.7,Overcast,76.24,1432490400,5,9.997,180.0,12.74,5.14
3445,79.91,0.99,69.99,0.74,cloudy,0.0,0.0,0.0,1014.1,Overcast,78.83,1432494000,5,9.997,172.0,7.08,6.11
3446,82.39,0.99,69.97,0.73,cloudy,0.0,0.0,0.0,1013.2,Overcast,79.46,1432497600,4,9.997,160.0,9.89,9.89
