,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipAccumulation,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
2989,84.17,0.75,69.68,0.69,partly-cloudy-day,0.0,0.0007,0.03,1016.4,Mostly Cloudy,80.84,1430852400,6,9.997,139.0,25.81,16.23
2990,83.03,0.75,69.48,0.7,partly-cloudy-day,0.0,0.0032,0.11,1015.8,Mostly Cloudy,80.02,1430856000,6,9.997,141.0,23.9,14.3
2991,82.14,0.99,69.66,0.72,cloudy,0.0,0.0032,0.12,1015.1,Overcast,79.34,1430859600,4,9.94,141.0,23.61,15.97
2992,82.19,0.75,69.62,0.72,partly-cloudy-day,0.0,0.0011,0.06,1014.7,Mostly Cloudy,79.38,1430863200,3,9.997,140.0,23.61,14.99
2993,79.5,0.75,68.61,0.72,partly-cloudy-day,0.0,0.0002,0.03,1014.7,Mostly Cloudy,78.58,1430866800,1,9.997,132.0,23.51,15.22
2994,78.24,0.75,68.29,0.74,partly-cloudy-day,0.0,0.0,0.0,1014.8,Mostly Cloudy,77.34,1430870400,0,9.997,132.0,19.23,11.11
2995,77.3,0.75,68.28,0.76,partly-cloudy-night,0.0,0.0,0.0,1014.8,Mostly Cloudy,76.38,1430874000,0,9.997,130.0,11.56,11.56
2996,76.16,0.75,68.35,0.79,partly-cloudy-night,0.0,0.0,0.0,1015.7,Mostly Cloudy,75.21,1430877600,0,9.997,140.0,18.63,11.96
2997,75.96,0.75,68.33,0.8,partly-cloudy-night,0.0,0.0,0.0,1016.2,Mostly Cloudy,75.01,1430881200,0,9.997,139.0,9.58,9.26
2998,75.77,0.74,68.27,0.8,partly-cloudy-night,0.0,0.0,0.0,1016.2,Mostly Cloudy,74.83,1430884800,0,9.997,130.0,18.52,12.31
2999,75.5,0.74,67.65,0.79,partly-cloudy-night,0.0,0.0,0.0,1016.4,Mostly Cloudy,74.62,1430888400,0,9.997,131.0,18.29,10.02
3000,75.47,0.99,67.5,0.79,cloudy,0.0,0.0,0.0,1015.9,Overcast,74.62,1430892000,0,9.997,130.0,17.14,11.37
3001,75.41,1.0,67.48,0.79,cloudy,0.0,0.0007,0.02,1015.7,Overcast,74.56,1430895600,0,9.984,148.0,10.64,10.64
3002,74.96,0.99,67.97,0.81,cloudy,0.0,0.0005,0.03,1014.6,Overcast,74.03,1430899200,0,9.997,138.0,11.29,11.29
3003,74.94,1.0,68.26,0.82,cloudy,0.0,0.0,0.0,1014.1,Overcast,73.97,1430902800,0,9.997,139.0,9.12,9.12
3004,74.5,1.0,68.23,0.84,cloudy,0.0,0.0,0.0,1013.9,Overcast,73.53,1430906400,0,9.997,140.0,8.39,8.39
3005,74.57,1.0,68.91,0.86,cloudy,0.0,0.0,0.0,1014.1,Overcast,73.49,1430910000,0,9.997,139.0,8.13,8.13
3006,74.41,1.0,69.13,0.87,cloudy,0.0,0.0003,0.03,1014.9,Overcast,73.3,1430913600,0,9.997,120.0,5.27,4.82
3007,74.6,1.0,69.36,0.87,cloudy,0.0,0.0055,0.14,1015.3,Overcast,73.46,1430917200,1,8.982999999999999,130.0,11.67,8.08
3008,74.06,0.75,69.92,0.91,partly-cloudy-day,0.0,0.0044,0.21,1015.3,Mostly Cloudy,72.82,1430920800,2,9.993,138.0,6.19,6.19
3009,75.04,0.75,70.71,0.9,partly-cloudy-day,0.0,0.0015,0.14,1015.4,Mostly Cloudy,73.72,1430924400,3,9.024,140.0,6.27,6.27
3010,76.75,0.75,71.16,0.87,partly-cloudy-day,0.0,0.0014,0.04,1015.5,Mostly Cloudy,75.43,1430928000,5,9.016,122.0,6.32,5.43
3011,78.5,0.99,71.9,0.84,cloudy,0.0,0.0059,0.07,1015.7,Overcast,77.14,1430931600,5,9.011000000000001,117.0,6.65,5.37
3012,82.04,0.99,72.42,0.81,rain,0.0,0.1541,0.74,1015.0,Rain and Humid,78.91,1430935200,5,9.988999999999999,123.0,9.68,5.13
3013,82.12,0.75,72.2,0.8,rain,0.0,0.0896,0.81,1014.3,Light Rain and Humid,78.97,1430938800,6,7.979,146.0,9.91,4.86
3014,86.91,0.75,72.67,0.74,rain,0.0,0.0193,0.27,1013.9,Possible Light Rain and Humid,81.8,1430942400,6,9.997,139.0,11.12,11.12
3015,84.41,0.75,71.92,0.75,partly-cloudy-day,0.0,0.0032,0.13,1013.4,Mostly Cloudy,80.41,1430946000,4,9.997,133.0,11.04,10.53
3016,83.43,0.75,71.48,0.76,partly-cloudy-day,0.0,0.0016,0.12,1013.1,Mostly Cloudy,79.88,1430949600,3,9.984,141.0,19.95,12.97
3017,83.31,0.75,71.4,0.76,partly-cloudy-day,0.0,0.0022,0.08,1012.9,Mostly Cloudy,79.82,1430953200,1,9.997,133.0,12.63,12.63
3018,79.54,0.45,70.63,0.77,partly-cloudy-day,0.0,0.0009,0.04,1012.7,Partly Cloudy,78.38,1430956800,0,9.997,141.0,19.21,13.36
3019,77.51,0.74,70.34,0.82,partly-cloudy-night,0.0,0.0,0.0,1012.7,Mostly Cloudy,76.34,1430960400,0,9.985,140.0,17.07,11.53
3020,77.08,0.75,70.85,0.85,partly-cloudy-night,0.0,0.0,0.0,1013.1,Mostly Cloudy,75.82,1430964000,0,9.985,140.0,7.86,7.86
3021,76.42,0.75,70.85,0.87,partly-cloudy-night,0.0,0.0,0.0,1013.5,Mostly Cloudy,75.14,1430967600,0,9.985,130.0,6.35,5.57
3022,76.31,1.0,70.96,0.87,cloudy,0.0,0.0,0.0,1013.8,Overcast,75.01,1430971200,0,9.997,139.0,8.09,8.09
3023,75.87,0.75,71.37,0.9,partly-cloudy-night,0.0,0.0,0.0,1014.2,Mostly Cloudy,74.49,1430974800,0,9.985,140.0,4.64,4.64
3024,75.67,0.75,71.09,0.9,partly-cloudy-night,0.0,0.0002,0.05,1013.7,Mostly Cloudy,74.32,1430978400,0,8.042,139.0,5.26,5.26
3025,75.45,0.75,71.01,0.9,partly-cloudy-night,0.0,0.0,0.0,1013.5,Mostly Cloudy,74.1,1430982000,0,8.042,146.0,5.56,4.73
3026,75.62,0.75,71.14,0.9,partly-cloudy-night,0.0,0.0,0.0,1013.0,Mostly Cloudy,74.27,1430985600,0,8.042,149.0,5.19,5.19
3027,75.36,0.75,71.1,0.91,partly-cloudy-night,0.0,0.0,0.0,1012.5,Mostly Cloudy,73.99,1430989200,0,9.997,149.0,5.69,5.69
3028,75.25,0.76,71.09,0.91,partly-cloudy-night,0.0,0.0,0.0,1012.5,Mostly Cloudy,73.88,1430992800,0,9.985,138.0,4.0,4.0
3029,75.89,1.0,71.65,0.91,cloudy,0.0,0.0,0.0,1012.8,Overcast,74.46,1430996400,0,9.985,139.0,4.43,4.43
